SourceFile,ElementType,Name,Type,ReturnType,Symbol,Path,Description,Parameters
Module.xml,Key,A_CoordModeMenu,,,,,,
Module.xml,Key,A_CoordModeMouse,,,,,,
Module.xml,Key,A_CoordModePixel,,,,,,
Module.xml,Key,A_CoordModeToolTip,,,,,,
Module.xml,Key,A_Cursor,,,,,,
Module.xml,Key,A_DD,,,,,,
Module.xml,Key,A_DDD,,,,,,
Module.xml,Key,A_DDDD,,,,,,
Module.xml,Key,A_DefaultGui,,,,,,
Module.xml,Key,A_DefaultListView,,,,,,
Module.xml,Key,A_DefaultMouseSpeed,,,,,,
Module.xml,Key,A_DefaultTreeView,,,,,,
Module.xml,Key,A_Desktop,,,,,,
Module.xml,Key,A_DesktopCommon,,,,,,
Module.xml,Key,A_DetectHiddenText,,,,,,
Module.xml,Key,A_DetectHiddenWindows,,,,,,
Module.xml,Key,A_EndChar,,,,,,
Module.xml,Key,A_EventInfo,,,,,,
Module.xml,Key,A_ExitReason,,,,,,
Module.xml,Key,A_FileEncoding,,,,,,
Module.xml,Key,A_FormatFloat,,,,,,
Module.xml,Key,A_FormatInteger,,,,,,
Module.xml,Key,A_Gui,,,,,,
Module.xml,Key,A_GuiControl,,,,,,
Module.xml,Key,A_GuiControlEvent,,,,,,
Module.xml,Key,A_GuiEvent,,,,,,
Module.xml,Key,A_GuiHeight,,,,,,
Module.xml,Key,A_GuiWidth,,,,,,
Module.xml,Key,A_GuiX,,,,,,
Module.xml,Key,A_GuiY,,,,,,
Module.xml,Key,A_Hour,,,,,,
Module.xml,Key,A_IconFile,,,,,,
Module.xml,Key,A_IconHidden,,,,,,
Module.xml,Key,A_IconNumber,,,,,,
Module.xml,Key,A_IconTip,,,,,,
Module.xml,Key,A_Index,,,,,,
Module.xml,Key,A_IPAddress1,,,,,,
Module.xml,Key,A_IPAddress2,,,,,,
Module.xml,Key,A_IPAddress3,,,,,,
Module.xml,Key,A_IPAddress4,,,,,,
Module.xml,Key,A_Is64bitOS,,,,,,
Module.xml,Key,A_IsAdmin,,,,,,
Module.xml,Key,A_IsCompiled,,,,,,
Module.xml,Key,A_IsCritical,,,,,,
Module.xml,Key,A_IsPaused,,,,,,
Module.xml,Key,A_IsSuspended,,,,,,
Module.xml,Key,A_IsUnicode,,,,,,
Module.xml,Key,A_KeyDelay,,,,,,
Module.xml,Key,A_KeyDelayPlay,,,,,,
Module.xml,Key,A_KeyDuration,,,,,,
Module.xml,Key,A_KeyDurationPlay,,,,,,
Module.xml,Key,A_Language,,,,,,
Module.xml,Key,A_LastError,,,,,,
Module.xml,Key,A_LineFile,,,,,,
Module.xml,Key,A_LineNumber,,,,,,
Module.xml,Key,A_LoopField,,,,,,
Module.xml,Key,A_LoopFileAttrib,,,,,,
Module.xml,Key,A_LoopFileDir,,,,,,
Module.xml,Key,A_LoopFileExt,,,,,,
Module.xml,Key,A_LoopFileFullPath,,,,,,
Module.xml,Key,A_LoopFileLongPath,,,,,,
Module.xml,Key,A_LoopFileName,,,,,,
Module.xml,Key,A_LoopFileShortName,,,,,,
Module.xml,Key,A_LoopFileShortPath,,,,,,
Module.xml,Key,A_LoopFileSize,,,,,,
Module.xml,Key,A_LoopFileSizeKB,,,,,,
Module.xml,Key,A_LoopFileSizeMB,,,,,,
Module.xml,Key,A_LoopFileTimeAccessed,,,,,,
Module.xml,Key,A_LoopFileTimeCreated,,,,,,
Module.xml,Key,A_LoopFileTimeModified,,,,,,
Module.xml,Key,A_LoopReadLine,,,,,,
Module.xml,Key,A_LoopRegKey,,,,,,
Module.xml,Key,A_LoopRegName,,,,,,
Module.xml,Key,A_LoopRegSubkey,,,,,,
Module.xml,Key,A_LoopRegTimeModified,,,,,,
Module.xml,Key,A_LoopRegType,,,,,,
Module.xml,Key,A_MDAY,,,,,,
Module.xml,Key,A_Min,,,,,,
Module.xml,Key,A_MM,,,,,,
Module.xml,Key,A_MMM,,,,,,
Module.xml,Key,A_MMMM,,,,,,
Module.xml,Key,A_Mon,,,,,,
Module.xml,Key,A_MouseDelay,,,,,,
Module.xml,Key,A_MouseDelayPlay,,,,,,
Module.xml,Key,A_MSec,,,,,,
Module.xml,Key,A_MyDocuments,,,,,,
Module.xml,Key,A_Now,,,,,,
Module.xml,Key,A_NowUTC,,,,,,
Module.xml,Key,A_NumBatchLines,,,,,,
Module.xml,Key,A_OSType,,,,,,
Module.xml,Key,A_OSVersion,,,,,,
Module.xml,Key,A_PriorHotkey,,,,,,
Module.xml,Key,A_PriorKey,,,,,,
Module.xml,Key,A_ProgramFiles,,,,,,
Module.xml,Key,A_Programs,,,,,,
Module.xml,Key,A_ProgramsCommon,,,,,,
Module.xml,Key,A_PtrSize,,,,,,
Module.xml,Key,A_RegView,,,,,,
Module.xml,Key,A_ScreenDPI,,,,,,
Module.xml,Key,A_ScreenHeight,,,,,,
Module.xml,Key,A_ScreenWidth,,,,,,
Module.xml,Key,A_ScriptDir,,,,,,
Module.xml,Key,A_ScriptFullPath,,,,,,
Module.xml,Key,A_ScriptHwnd,,,,,,
Module.xml,Key,A_ScriptName,,,,,,
Module.xml,Key,A_Sec,,,,,,
Module.xml,Key,A_SendLevel,,,,,,
Module.xml,Key,A_SendMode,,,,,,
Module.xml,Key,A_Space,,,,,,
Module.xml,Key,A_StartMenu,,,,,,
Module.xml,Key,A_StartMenuCommon,,,,,,
Module.xml,Key,A_Startup,,,,,,
Module.xml,Key,A_StartupCommon,,,,,,
Module.xml,Key,A_StoreCapslockMode,,,,,,
Module.xml,Key,A_StringCaseSense,,,,,,
Module.xml,Key,A_Tab,,,,,,
Module.xml,Key,A_Temp,,,,,,
Module.xml,Key,A_ThisFunc,,,,,,
Module.xml,Key,A_ThisHotkey,,,,,,
Module.xml,Key,A_ThisLabel,,,,,,
Module.xml,Key,A_ThisMenu,,,,,,
Module.xml,Key,A_ThisMenuItem,,,,,,
Module.xml,Key,A_ThisMenuItemPos,,,,,,
Module.xml,Key,A_TickCount,,,,,,
Module.xml,Key,A_TimeIdle,,,,,,
Module.xml,Key,A_TimeIdlePhysical,,,,,,
Module.xml,Key,A_TimeSincePriorHotkey,,,,,,
Module.xml,Key,A_TimeSinceThisHotkey,,,,,,
Module.xml,Key,A_TitleMatchMode,,,,,,
Module.xml,Key,A_TitleMatchModeSpeed,,,,,,
Module.xml,Key,A_UserName,,,,,,
Module.xml,Key,A_WDay,,,,,,
Module.xml,Key,A_WinDelay,,,,,,
Module.xml,Key,A_WinDir,,,,,,
Module.xml,Key,A_WorkingDir,,,,,,
Module.xml,Key,A_YDay,,,,,,
Module.xml,Key,A_YEAR,,,,,,
Module.xml,Key,A_YWeek,,,,,,
Module.xml,Key,A_YYYY,,,,,,
Module.xml,Key,Abort,,,,,,
Module.xml,Key,AboveNormal,,,,,,
Module.xml,Key,Abs,,,,,,(Number)
Module.xml,Key,ACos,,,,,,(Number)
Module.xml,Key,ActiveX,,,,,,
Module.xml,Key,Add,,,,,,
Module.xml,Key,ahk_class,,,,,,
Module.xml,Key,ahk_exe,,,,,,
Module.xml,Key,ahk_group,,,,,,
Module.xml,Key,ahk_id,,,,,,
Module.xml,Key,ahk_pid,,,,,,
Module.xml,Key,All,,,,,,
Module.xml,Key,AlNum,,,,,,
Module.xml,Key,Alpha,,,,,,
Module.xml,Key,Alt,,,,,,
Module.xml,Key,AltDown,,,,,,
Module.xml,Key,AltSubmit,,,,,,
Module.xml,Key,AltTab,,,,,,
Module.xml,Key,AltTabAndMenu,,,,,,
Module.xml,Key,AltTabMenu,,,,,,
Module.xml,Key,AltTabMenuDismiss,,,,,,
Module.xml,Key,AltUp,,,,,,
Module.xml,Key,AlwaysOnTop,,,,,,
Module.xml,Key,And,,,,,,
Module.xml,Key,AppsKey,,,,,,
Module.xml,Key,Array,,,,,,
Module.xml,Key,Asc,,,,,,(String)
Module.xml,Key,ASin,,,,,,(Number)
Module.xml,Key,ATan,,,,,,(Number)
Module.xml,Key,AutoSize,,,,,,
Module.xml,Key,AutoTrim,,,,,,On|Off
Module.xml,Key,Background,,,,,,
Module.xml,Key,BackgroundTrans,,,,,,
Module.xml,Key,Backspace,,,,,,
Module.xml,Key,Base,,,,,,
Module.xml,Key,BelowNormal,,,,,,
Module.xml,Key,Between,,,,,,
Module.xml,Key,BitAnd,,,,,,
Module.xml,Key,BitNot,,,,,,
Module.xml,Key,BitOr,,,,,,
Module.xml,Key,BitShiftLeft,,,,,,
Module.xml,Key,BitShiftRight,,,,,,
Module.xml,Key,BitXOr,,,,,,
Module.xml,Key,Blind,,,,,,
Module.xml,Key,BlockInput,,,,,,On|Off|Send|Mouse|SendAndMouse|Default|MouseMove|MouseMoveOff
Module.xml,Key,Bold,,,,,,
Module.xml,Key,Border,,,,,,
Module.xml,Key,Bottom,,,,,,
Module.xml,Key,Break,,,,,,"[, LoopLabel]"
Module.xml,Key,Browser_Back,,,,,,
Module.xml,Key,Browser_Favorites,,,,,,
Module.xml,Key,Browser_Forward,,,,,,
Module.xml,Key,Browser_Home,,,,,,
Module.xml,Key,Browser_Refresh,,,,,,
Module.xml,Key,Browser_Search,,,,,,
Module.xml,Key,Browser_Stop,,,,,,
Module.xml,Key,BS,,,,,,
Module.xml,Key,Button,,,,,,
Module.xml,Key,Buttons,,,,,,
Module.xml,Key,ByRef,,,,,,
Module.xml,Key,Cancel,,,,,,
Module.xml,Key,Capacity,,,,,,
Module.xml,Key,CapsLock,,,,,,
Module.xml,Key,Caption,,,,,,
Module.xml,Key,Catch,,,,,,[OutputVar]
Module.xml,Key,Ceil,,,,,,(Number)
Module.xml,Key,Center,,,,,,
Module.xml,Key,Check,,,,,,
Module.xml,Key,Check3,,,,,,
Module.xml,Key,Checkbox,,,,,,
Module.xml,Key,Checked,,,,,,
Module.xml,Key,CheckedGray,,,,,,
Module.xml,Key,Choice,,,,,,
Module.xml,Key,Choose,,,,,,
Module.xml,Key,ChooseString,,,,,,
Module.xml,Key,Chr,,,,,,(Number)
Module.xml,Key,Class,,,,,,
Module.xml,Key,Click,,,,,,"[Left|Right|n-Times|Down|Up|WheelUp|WheelDown|Relative X, Y]"
Module.xml,Key,Clipboard,,,,,,
Module.xml,Key,ClipboardAll,,,,,,
Module.xml,Key,ClipWait,,,,,,"[, SecondsToWait, 1]"
Module.xml,Key,Close,,,,,,
Module.xml,Key,Color,,,,,,
Module.xml,Key,ComboBox,,,,,,
Module.xml,Key,ComObj,,,,,,"(VarType, Value [, Flags])"
Module.xml,Key,ComObjActive,,,,,,(CLSID)
Module.xml,Key,ComObjArray,,,,,,"(VarType, Count1 [, Count2, ... Count8])"
Module.xml,Key,ComObjConnect,,,,,,"(ComObject [, Prefix])"
Module.xml,Key,ComObjCreate,,,,,,"(CLSID [, IID])"
Module.xml,Key,ComObjEnwrap,,,,,,(DispPtr)
Module.xml,Key,ComObjError,,,,,,([Enable])
Module.xml,Key,ComObjFlags,,,,,,"(ComObject [, NewFlags, Mask])"
Module.xml,Key,ComObjGet,,,,,,(Name)
Module.xml,Key,ComObjMissing,,,,,,
Module.xml,Key,ComObjParameter,,,,,,
Module.xml,Key,ComObjQuery,,,,,,"(ComObject, [SID,] IID)"
Module.xml,Key,ComObjType,,,,,,"(ComObject); (ComObject, ""Name""); (ComObject, ""IID"")"
Module.xml,Key,ComObjUnwrap,,,,,,(ComObject)
Module.xml,Key,ComObjValue,,,,,,(ComObject)
Module.xml,Key,ComSpec,,,,,,
Module.xml,Key,Contains,,,,,,
Module.xml,Key,Continue,,,,,,"[, LoopLabel]"
Module.xml,Key,Control,,,,,,"Cmd [, Value, Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlClick,,,,,,"[Control-or-Pos, WinTitle, WinText, WhichButton, ClickCount, Options, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlFocus,,,,,,"[Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlGet,,,,,,"OutputVar, Cmd [, Value, Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlGetFocus,,,,,,"OutputVar [, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlGetPos,,,,,,"[, X, Y, Width, Height, Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlGetText,,,,,,"OutputVar [, Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlList,,,,,,
Module.xml,Key,ControlListHWND,,,,,,
Module.xml,Key,ControlMove,,,,,,"Control, X, Y, Width, Height [, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlSend,,,,,,"[, Control, Keys, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlSendRaw,,,,,,"[, Control, Keys, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,ControlSetText,,,,,,"[, Control, NewText, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,CoordMode,,,,,,"ToolTip|Pixel|Mouse|Caret|Menu [, Screen|Window|Client]"
Module.xml,Key,Cos,,,,,,(Number)
Module.xml,Key,Count,,,,,,
Module.xml,Key,Critical,,,,,,"[, Value|Off]"
Module.xml,Key,Ctrl,,,,,,
Module.xml,Key,CtrlBreak,,,,,,
Module.xml,Key,CtrlDown,,,,,,
Module.xml,Key,CtrlUp,,,,,,
Module.xml,Key,CurrentLine,,,,,,
Module.xml,Key,CurrentCol,,,,,,
Module.xml,Key,Custom,,,,,,
Module.xml,Key,Date,,,,,,
Module.xml,Key,DateTime,,,,,,
Module.xml,Key,Days,,,,,,
Module.xml,Key,DDL,,,,,,
Module.xml,Key,Default,,,,,,
Module.xml,Key,Del,,,,,,
Module.xml,Key,Delete,,,,,,
Module.xml,Key,DeleteAll,,,,,,
Module.xml,Key,Delimiter,,,,,,
Module.xml,Key,Deref,,,,,,
Module.xml,Key,Destroy,,,,,,
Module.xml,Key,DetectHiddenText,,,,,,On|Off
Module.xml,Key,DetectHiddenWindows,,,,,,On|Off
Module.xml,Key,Digit,,,,,,
Module.xml,Key,Disable,,,,,,
Module.xml,Key,Disabled,,,,,,
Module.xml,Key,DllCall,,,,,,"(""[DllFile\]Function"" [, Type1, Arg1, Type2, Arg2, ""Cdecl ReturnType""])"
Module.xml,Key,Down,,,,,,
Module.xml,Key,DPIScale,,,,,,
Module.xml,Key,Drive,,,,,,"Label|Lock|Unlock|Eject [, Drive , Value]"
Module.xml,Key,DriveGet,,,,,,"OutputVar, Cmd [, Value]"
Module.xml,Key,DriveSpaceFree,,,,,,"OutputVar, Path"
Module.xml,Key,DropDownList,,,,,,
Module.xml,Key,Edit,,,,,,
Module.xml,Key,EditPaste,,,,,,
Module.xml,Key,Eject,,,,,,
Module.xml,Key,Else,,,,,,
Module.xml,Key,Enable,,,,,,
Module.xml,Key,Enabled,,,,,,
Module.xml,Key,End,,,,,,
Module.xml,Key,Enter,,,,,,
Module.xml,Key,EnvAdd,,,,,,"Var, Value [, TimeUnits]"
Module.xml,Key,EnvDiv,,,,,,"Var, Value"
Module.xml,Key,EnvGet,,,,,,"OutputVar, EnvVarName"
Module.xml,Key,EnvMult,,,,,,"Var, Value"
Module.xml,Key,EnvSet,,,,,,"EnvVar, Value"
Module.xml,Key,EnvSub,,,,,,"Var, Value [, TimeUnits]"
Module.xml,Key,EnvUpdate,,,,,,
Module.xml,Key,Error,,,,,,
Module.xml,Key,ErrorLevel,,,,,,
Module.xml,Key,Esc,,,,,,
Module.xml,Key,Escape,,,,,,
Module.xml,Key,Exception,,,,,,"(Message [, What, Extra])"
Module.xml,Key,Exist,,,,,,
Module.xml,Key,Exit,,,,,,"[, ExitCode]"
Module.xml,Key,ExitApp,,,,,,"[, ExitCode]"
Module.xml,Key,Exp,,,,,,(N)
Module.xml,Key,Expand,,,,,,
Module.xml,Key,ExStyle,,,,,,
Module.xml,Key,Extends,,,,,,
Module.xml,Key,F1,,,,,,
Module.xml,Key,F2,,,,,,
Module.xml,Key,F3,,,,,,
Module.xml,Key,F4,,,,,,
Module.xml,Key,F5,,,,,,
Module.xml,Key,F6,,,,,,
Module.xml,Key,F7,,,,,,
Module.xml,Key,F8,,,,,,
Module.xml,Key,F9,,,,,,
Module.xml,Key,F10,,,,,,
Module.xml,Key,F11,,,,,,
Module.xml,Key,F12,,,,,,
Module.xml,Key,F13,,,,,,
Module.xml,Key,F14,,,,,,
Module.xml,Key,F15,,,,,,
Module.xml,Key,F16,,,,,,
Module.xml,Key,F17,,,,,,
Module.xml,Key,F18,,,,,,
Module.xml,Key,F19,,,,,,
Module.xml,Key,F20,,,,,,
Module.xml,Key,F21,,,,,,
Module.xml,Key,F22,,,,,,
Module.xml,Key,F23,,,,,,
Module.xml,Key,F24,,,,,,
Module.xml,Key,False,,,,,,
Module.xml,Key,FileAppend,,,,,,"[, Text, Filename, Encoding]"
Module.xml,Key,FileCopy,,,,,,"SourcePattern, DestPattern [, Overwrite? (0|1)]"
Module.xml,Key,FileCopyDir,,,,,,"Source, Dest [, Overwrite? (0|1)]"
Module.xml,Key,FileCreateDir,,,,,,DirName
Module.xml,Key,FileCreateShortcut,,,,,,"Target, LinkFile [, WorkingDir, Args, Description, IconFile, ShortcutKey, IconNumber, RunState]"
Module.xml,Key,FileDelete,,,,,,FilePattern
Module.xml,Key,FileEncoding,,,,,,"[, UTF-8|UTF-16|UTF-8-RAW|UTF-16-RAW|CPnnn]"
Module.xml,Key,FileExist,,,,,,(FilePattern)
Module.xml,Key,FileGetAttrib,,,,,,"OutputVar [, Filename]"
Module.xml,Key,FileGetShortcut,,,,,,"LinkFile [, OutTarget, OutDir, OutArgs, OutDescription, OutIcon, OutIconNum, OutRunState]"
Module.xml,Key,FileGetSize,,,,,,"OutputVar [, Filename, Units (B = bytes, K = kilobytes, M = megabytes)]"
Module.xml,Key,FileGetTime,,,,,,"OutputVar [, Filename, WhichTime (M = Modification, C = Creation, A = Last Access]"
Module.xml,Key,FileGetVersion,,,,,,"OutputVar [, Filename]"
Module.xml,Key,FileInstall,,,,,,"Source, Dest [, Overwrite? (0|1)]"
Module.xml,Key,FileMove,,,,,,"SourcePattern, DestPattern [, Overwrite? (0|1)]"
Module.xml,Key,FileMoveDir,,,,,,"Source, Dest [, Flag (2 = overwrite, R = rename)]"
Module.xml,Key,FileOpen,,,,,,"(Filename, Flags [, Encoding])"
Module.xml,Key,FileRead,,,,,,"OutputVar, Filename"
Module.xml,Key,FileReadLine,,,,,,"OutputVar, Filename, LineNum"
Module.xml,Key,FileRecycle,,,,,,FilePattern
Module.xml,Key,FileRecycleEmpty,,,,,,"[, DriveLetter]"
Module.xml,Key,FileRemoveDir,,,,,,"DirName [, Recurse?]"
Module.xml,Key,FileSelectFile,,,,,,"OutputVar [, Options, RootDir\Filename, Prompt, Filter]"
Module.xml,Key,FileSelectFolder,,,,,,"OutputVar [, *StartingFolder, Options, Prompt]"
Module.xml,Key,FileSetAttrib,,,,,,"Attributes [, FilePattern, OperateOnFolders?, Recurse?]"
Module.xml,Key,FileSetTime,,,,,,"[, YYYYMMDDHH24MISS, FilePattern, WhichTime, OperateOnFolders?, Recurse?]"
Module.xml,Key,FileSystem,,,,,,
Module.xml,Key,Finally,,,,,,
Module.xml,Key,FindString,,,,,,
Module.xml,Key,First,,,,,,
Module.xml,Key,Flash,,,,,,
Module.xml,Key,Float,,,,,,
Module.xml,Key,FloatFast,,,,,,
Module.xml,Key,Floor,,,,,,(Number)
Module.xml,Key,Focus,,,,,,
Module.xml,Key,Font,,,,,,
Module.xml,Key,For,,,,,,"Key [, Value] in Expression"
Module.xml,Key,Force,,,,,,
Module.xml,Key,Format,,,,,,"(FormatStr [, Values...])"
Module.xml,Key,FormatTime,,,,,,"OutputVar [, YYYYMMDDHH24MISS, Format]"
Module.xml,Key,FromCodePage,,,,,,
Module.xml,Key,Func,,,,,,(FunctionName)
Module.xml,Key,GetKeyName,,,,,,(Key)
Module.xml,Key,GetKeySC,,,,,,(Key)
Module.xml,Key,GetKeyState,,,,,,"(""KeyName"" [, ""Mode""]); OutputVar, KeyName [, Mode]"
Module.xml,Key,GetKeyVK,,,,,,(Key)
Module.xml,Key,Global,,,,,,
Module.xml,Key,Gosub,,,,,,Label
Module.xml,Key,Goto,,,,,,Label
Module.xml,Key,Grid,,,,,,
Module.xml,Key,Group,,,,,,
Module.xml,Key,GroupActivate,,,,,,"GroupName [, R]"
Module.xml,Key,GroupAdd,,,,,,"GroupName [, WinTitle, WinText, Label, ExcludeTitle, ExcludeText]"
Module.xml,Key,GroupBox,,,,,,
Module.xml,Key,GroupClose,,,,,,"GroupName [, A|R]"
Module.xml,Key,GroupDeactivate,,,,,,"GroupName [, R]"
Module.xml,Key,Gui,,,,,,"sub-command [, Param2, Param3, Param4]"
Module.xml,Key,GuiClose,,,,,,(GuiHwnd)
Module.xml,Key,GuiContextMenu,,,,,,"(GuiHwnd, CtrlHwnd, EventInfo, IsRightClick, X, Y)"
Module.xml,Key,GuiControl,,,,,,"Sub-command, ControlID [, Param3]"
Module.xml,Key,GuiControlGet,,,,,,"OutputVar [, Sub-command, ControlID, Param4]"
Module.xml,Key,GuiDropFiles,,,,,,"(GuiHwnd, FileArray, CtrlHwnd, X, Y)"
Module.xml,Key,GuiEscape,,,,,,
Module.xml,Key,GuiSize,,,,,,"(GuiHwnd, EventInfo, Width, Height)"
Module.xml,Key,Hdr,,,,,,
Module.xml,Key,Hidden,,,,,,
Module.xml,Key,Hide,,,,,,
Module.xml,Key,HideDropDown,,,,,,
Module.xml,Key,High,,,,,,
Module.xml,Key,HKCC,,,,,,
Module.xml,Key,HKCR,,,,,,
Module.xml,Key,HKCU,,,,,,
Module.xml,Key,HKEY_CLASSES_ROOT,,,,,,
Module.xml,Key,HKEY_CURRENT_CONFIG,,,,,,
Module.xml,Key,HKEY_CURRENT_USER,,,,,,
Module.xml,Key,HKEY_LOCAL_MACHINE,,,,,,
Module.xml,Key,HKEY_USERS,,,,,,
Module.xml,Key,HKLM,,,,,,
Module.xml,Key,HKU,,,,,,
Module.xml,Key,Home,,,,,,
Module.xml,Key,Hotkey,,,,,,"KeyName [, Label, Options]; IfWinActive/Exist [, WinTitle, WinText]; If [, Expression]"
Module.xml,Key,Hours,,,,,,
Module.xml,Key,HScroll,,,,,,
Module.xml,Key,hWnd,,,,,,
Module.xml,Key,Icon,,,,,,
Module.xml,Key,IconSmall,,,,,,
Module.xml,Key,ID,,,,,,
Module.xml,Key,IDLast,,,,,,
Module.xml,Key,If,,,,,,"(Expression); Var [Not] Between LowerBound and UpperBound; Var [Not] in Value1,Value2,...; Var [Not] Contains Value1,Value2,...; Var is [Not] Type"
Module.xml,Key,IfEqual,,,,,,"var, value"
Module.xml,Key,IfExist,,,,,,FilePattern
Module.xml,Key,IfGreater,,,,,,"var, value"
Module.xml,Key,IfGreaterOrEqual,,,,,,"var, value"
Module.xml,Key,IfInString,,,,,,"var, SearchString"
Module.xml,Key,IfLess,,,,,,"var, value"
Module.xml,Key,IfLessOrEqual,,,,,,"var, value"
Module.xml,Key,IfMsgBox,,,,,,ButtonName
Module.xml,Key,IfNotEqual,,,,,,"var, value"
Module.xml,Key,IfNotExist,,,,,,FilePattern
Module.xml,Key,IfNotInString,,,,,,"var, SearchString"
Module.xml,Key,IfWinActive,,,,,,"[, WinTitle, WinText,  ExcludeTitle, ExcludeText]"
Module.xml,Key,IfWinExist,,,,,,"[, WinTitle, WinText,  ExcludeTitle, ExcludeText]"
Module.xml,Key,IfWinNotActive,,,,,,"[, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,IfWinNotExist,,,,,,"[, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,Ignore,,,,,,
Module.xml,Key,IL_Add,,,,,,"(ImageListID, Filename [, IconNumber, ResizeNonIcon?])"
Module.xml,Key,IL_Create,,,,,,"([InitialCount, GrowCount, LargeIcons?])"
Module.xml,Key,IL_Destroy,,,,,,(ImageListID)
Module.xml,Key,ImageList,,,,,,
Module.xml,Key,ImageSearch,,,,,,"OutputVarX, OutputVarY, X1, Y1, X2, Y2, ImageFile"
Module.xml,Key,In,,,,,,
Module.xml,Key,IniDelete,,,,,,"Filename, Section [, Key]"
Module.xml,Key,IniRead,,,,,,"OutputVar, Filename, Section, Key [, Default]; OutputVarSection, Filename, Section; OutputVarSectionNames, Filename"
Module.xml,Key,IniWrite,,,,,,"Value, Filename, Section, Key; Pairs, Filename, Section"
Module.xml,Key,Input,,,,,,"[, OutputVar, Options, EndKeys, MatchList]"
Module.xml,Key,InputBox,,,,,,"OutputVar [, Title, Prompt, HIDE, Width, Height, X, Y, Font, Timeout, Default]"
Module.xml,Key,Ins,,,,,,
Module.xml,Key,Insert,,,,,,
Module.xml,Key,InStr,,,,,,"(Haystack, Needle [, CaseSensitive = false, StartingPos = 1, Occurrence = 1])"
Module.xml,Key,Integer,,,,,,
Module.xml,Key,IntegerFast,,,,,,
Module.xml,Key,Interrupt,,,,,,
Module.xml,Key,Is,,,,,,
Module.xml,Key,IsByRef,,,,,,(Var)
Module.xml,Key,IsFunc,,,,,,(FunctionName)
Module.xml,Key,IsLabel,,,,,,(LabelName)
Module.xml,Key,IsObject,,,,,,(Var)
Module.xml,Key,Italic,,,,,,
Module.xml,Key,Join,,,,,,
Module.xml,Key,Joy1,,,,,,
Module.xml,Key,Joy2,,,,,,
Module.xml,Key,JoyAxes,,,,,,
Module.xml,Key,JoyButtons,,,,,,
Module.xml,Key,JoyInfo,,,,,,
Module.xml,Key,JoyName,,,,,,
Module.xml,Key,JoyPOV,,,,,,
Module.xml,Key,JoyR,,,,,,
Module.xml,Key,JoyU,,,,,,
Module.xml,Key,JoyV,,,,,,
Module.xml,Key,JoyX,,,,,,
Module.xml,Key,JoyY,,,,,,
Module.xml,Key,JoyZ,,,,,,
Module.xml,Key,KeyHistory,,,,,,
Module.xml,Key,KeyWait,,,,,,"KeyName [, Options]"
Module.xml,Key,Label,,,,,,
Module.xml,Key,LAlt,,,,,,
Module.xml,Key,LastFound,,,,,,
Module.xml,Key,LastFoundExist,,,,,,
Module.xml,Key,Launch_App1,,,,,,
Module.xml,Key,Launch_App2,,,,,,
Module.xml,Key,Launch_Mail,,,,,,
Module.xml,Key,Launch_Media,,,,,,
Module.xml,Key,LButton,,,,,,
Module.xml,Key,LControl,,,,,,
Module.xml,Key,LCtrl,,,,,,
Module.xml,Key,Left,,,,,,
Module.xml,Key,Limit,,,,,,
Module.xml,Key,Line,,,,,,
Module.xml,Key,LineCount,,,,,,
Module.xml,Key,Lines,,,,,,
Module.xml,Key,Link,,,,,,
Module.xml,Key,List,,,,,,
Module.xml,Key,ListBox,,,,,,
Module.xml,Key,ListHotkeys,,,,,,
Module.xml,Key,ListLines,,,,,,
Module.xml,Key,ListVars,,,,,,
Module.xml,Key,ListView,,,,,,
Module.xml,Key,Ln,,,,,,(Number)
Module.xml,Key,LoadPicture,,,,,,"(Filename [, Options, ByRef ImageType])"
Module.xml,Key,Local,,,,,,
Module.xml,Key,LocalSameAsGlobal,,,,,,
Module.xml,Key,Lock,,,,,,
Module.xml,Key,Log,,,,,,(Number)
Module.xml,Key,LogOff,,,,,,
Module.xml,Key,Loop,,,,,,"[, Count]; Parse, InputVar [, Delimiters, OmitChars]; Read, InputFile [, OutputFile]; Files, FilePattern [, Mode]; FilePattern [, IncludeFolders?, Recurse?]; Reg, RootKey[\Key, Mode]; RootKey [, Key, IncludeSubkeys?, Recurse?]"
Module.xml,Key,Low,,,,,,
Module.xml,Key,Lower,,,,,,
Module.xml,Key,Lowercase,,,,,,
Module.xml,Key,LShift,,,,,,
Module.xml,Key,LTrim,,,,,,"(String, OmitChars = "" `t"")"
