"Name","CommandType","Source"
"Stop-NetEventSession","Function","NetEventPacketCapture"
"Stop-PcsvDevice","Function","PcsvDevice"
"Stop-ScheduledTask","Function","ScheduledTasks"
"Stop-StorageDiagnosticLog","Function","Storage"
"Stop-StorageJob","Function","Storage"
"Stop-Trace","Function","PSDiagnostics"
"Stop-Trace","Function","PSDiagnostics"
"Suspend-BitLocker","Function","BitLocker"
"Suspend-PrintJob","Function","PrintManagement"
"Suspend-StorageBusDisk","Function","StorageBusCache"
"Sync-NetIPsecRule","Function","NetSecurity"
"T:","Function",""
"TabExpansion2","Function",""
"Test-Dtc","Function","MsDtc"
"Test-HgsClientConfiguration","Function","HgsClient"
"Test-NetConnection","Function","NetTCPIP"
"Test-ScriptFileInfo","Function","PowerShellGet"
"Test-ScriptFileInfo","Function","PowerShellGet"
"U:","Function",""
"Unblock-FileShareAccess","Function","Storage"
"Unblock-SmbClientAccessToServer","Function","SmbShare"
"Unblock-SmbShareAccess","Function","SmbShare"
"Uninstall-Dtc","Function","MsDtc"
"Uninstall-Module","Function","PowerShellGet"
"Uninstall-Module","Function","PowerShellGet"
"Uninstall-Script","Function","PowerShellGet"
"Uninstall-Script","Function","PowerShellGet"
"Unlock-BitLocker","Function","BitLocker"
"Unregister-AppBackgroundTask","Function","AppBackgroundTask"
"Unregister-ClusteredScheduledTask","Function","ScheduledTasks"
"Unregister-IscsiSession","Function","iSCSI"
"Unregister-PSRepository","Function","PowerShellGet"
"Unregister-PSRepository","Function","PowerShellGet"
"Unregister-ScheduledTask","Function","ScheduledTasks"
"Unregister-StorageSubsystem","Function","Storage"
"Update-AutologgerConfig","Function","EventTracingManagement"
"Update-Disk","Function","Storage"
"Update-DscConfiguration","Function","PSDesiredStateConfiguration"
"Update-EtwTraceSession","Function","EventTracingManagement"
"Update-HostStorageCache","Function","Storage"
"Update-IscsiTarget","Function","iSCSI"
"Update-IscsiTargetPortal","Function","iSCSI"
"Update-Module","Function","PowerShellGet"
"Update-Module","Function","PowerShellGet"
"Update-ModuleManifest","Function","PowerShellGet"
"Update-ModuleManifest","Function","PowerShellGet"
"Update-MpSignature","Function","ConfigDefender"
"Update-MpSignature","Function","Defender"
"Update-NetFirewallDynamicKeywordAddress","Function","NetSecurity"
"Update-NetIPsecRule","Function","NetSecurity"
"Update-Script","Function","PowerShellGet"
"Update-Script","Function","PowerShellGet"
"Update-ScriptFileInfo","Function","PowerShellGet"
"Update-ScriptFileInfo","Function","PowerShellGet"
"Update-SmbMultichannelConnection","Function","SmbShare"
"Update-StorageBusCache","Function","StorageBusCache"
"Update-StorageFirmware","Function","Storage"
"Update-StoragePool","Function","Storage"
"Update-StorageProviderCache","Function","Storage"
"V:","Function",""
"W:","Function",""
"Write-DtcTransactionsTraceSession","Function","MsDtc"
"Write-PrinterNfcTag","Function","PrintManagement"
"Write-VolumeCache","Function","Storage"
"X:","Function",""
"Y:","Function",""
"Z:","Function",""
"__VSCode-Escape-Value","Function",""
"Add-AppProvisionedSharedPackageContainer","Cmdlet","Dism"
"Add-AppSharedPackageContainer","Cmdlet","Appx"
"Add-AppxPackage","Cmdlet","Appx"
"Add-AppxProvisionedPackage","Cmdlet","Dism"
"Add-AppxVolume","Cmdlet","Appx"
"Add-BitsFile","Cmdlet","BitsTransfer"
"Add-BqTableRow","Cmdlet","GoogleCloudBeta"
"Add-CertificateEnrollmentPolicyServer","Cmdlet","PKI"
"Add-Content","Cmdlet","Microsoft.PowerShell.Management"
"Add-GcdChange","Cmdlet","GoogleCloud"
"Add-GcdManagedZone","Cmdlet","GoogleCloud"
"Add-GceAddress","Cmdlet","GoogleCloud"
"Add-GceFirewall","Cmdlet","GoogleCloud"
"Add-GceHealthCheck","Cmdlet","GoogleCloud"
"Add-GceImage","Cmdlet","GoogleCloud"
"Add-GceInstance","Cmdlet","GoogleCloud"
"Add-GceInstanceTemplate","Cmdlet","GoogleCloud"
"Add-GceManagedInstanceGroup","Cmdlet","GoogleCloud"
"Add-GceRoute","Cmdlet","GoogleCloud"
"Add-GceSnapshot","Cmdlet","GoogleCloud"
"Add-GcIamPolicyBinding","Cmdlet","GoogleCloud"
"Add-GcsBucketAcl","Cmdlet","GoogleCloud"
"Add-GcsDefaultObjectAcl","Cmdlet","GoogleCloud"
"Add-GcsObjectAcl","Cmdlet","GoogleCloud"
"Add-GcSqlInstance","Cmdlet","GoogleCloud"
"Add-GcSqlSslCert","Cmdlet","GoogleCloud"
"Add-GcSqlSslEphemeral","Cmdlet","GoogleCloud"
"Add-GkeCluster","Cmdlet","GoogleCloudBeta"
"Add-GkeNodePool","Cmdlet","GoogleCloudBeta"
"Add-History","Cmdlet","Microsoft.PowerShell.Core"
"Add-JobTrigger","Cmdlet","PSScheduledJob"
"Add-KdsRootKey","Cmdlet","Kds"
"Add-LocalGroupMember","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Add-Member","Cmdlet","Microsoft.PowerShell.Utility"
"Add-SignerRule","Cmdlet","ConfigCI"
"Add-Type","Cmdlet","Microsoft.PowerShell.Utility"
"Add-VMAssignableDevice","Cmdlet","Hyper-V"
"Add-VMDvdDrive","Cmdlet","Hyper-V"
"Add-VMFibreChannelHba","Cmdlet","Hyper-V"
"Add-VMGpuPartitionAdapter","Cmdlet","Hyper-V"
"Add-VMGroupMember","Cmdlet","Hyper-V"
"Add-VMHardDiskDrive","Cmdlet","Hyper-V"
"Add-VMHostAssignableDevice","Cmdlet","Hyper-V"
"Add-VMKeyStorageDrive","Cmdlet","Hyper-V"
"Add-VMMigrationNetwork","Cmdlet","Hyper-V"
"Add-VMNetworkAdapter","Cmdlet","Hyper-V"
"Add-VMNetworkAdapterAcl","Cmdlet","Hyper-V"
"Add-VMNetworkAdapterExtendedAcl","Cmdlet","Hyper-V"
"Add-VMNetworkAdapterRoutingDomainMapping","Cmdlet","Hyper-V"
"Add-VMPmemController","Cmdlet","Hyper-V"
"Add-VMRemoteFx3dVideoAdapter","Cmdlet","Hyper-V"
"Add-VMScsiController","Cmdlet","Hyper-V"
"Add-VMStoragePath","Cmdlet","Hyper-V"
"Add-VMSwitch","Cmdlet","Hyper-V"
"Add-VMSwitchExtensionPortFeature","Cmdlet","Hyper-V"
"Add-VMSwitchExtensionSwitchFeature","Cmdlet","Hyper-V"
"Add-VMSwitchTeamMember","Cmdlet","Hyper-V"
"Add-WindowsCapability","Cmdlet","Dism"
"Add-WindowsDriver","Cmdlet","Dism"
"Add-WindowsImage","Cmdlet","Dism"
"Add-WindowsPackage","Cmdlet","Dism"
"Add-WinGetSource","Cmdlet","Microsoft.WinGet.Client"
"Assert-WinGetPackageManager","Cmdlet","Microsoft.WinGet.Client"
"Checkpoint-VM","Cmdlet","Hyper-V"
"Clear-Content","Cmdlet","Microsoft.PowerShell.Management"
"Clear-History","Cmdlet","Microsoft.PowerShell.Core"
"Clear-Item","Cmdlet","Microsoft.PowerShell.Management"
"Clear-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Clear-KdsCache","Cmdlet","Kds"
"Clear-RecycleBin","Cmdlet","Microsoft.PowerShell.Management"
"Clear-ReFSDedupSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Clear-ReFSDedupScrubSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Clear-Tpm","Cmdlet","TrustedPlatformModule"
"Clear-Variable","Cmdlet","Microsoft.PowerShell.Utility"
"Clear-WindowsCorruptMountPoint","Cmdlet","Dism"
"Compare-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Compare-VM","Cmdlet","Hyper-V"
"Complete-BitsTransfer","Cmdlet","BitsTransfer"
"Complete-DtcDiagnosticTransaction","Cmdlet","MsDtc"
"Complete-VMFailover","Cmdlet","Hyper-V"
"Compress-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Confirm-SecureBootUEFI","Cmdlet","SecureBoot"
"Connect-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Connect-VMNetworkAdapter","Cmdlet","Hyper-V"
"Connect-VMSan","Cmdlet","Hyper-V"
"Connect-WSMan","Cmdlet","Microsoft.WSMan.Management"
"Convert-Path","Cmdlet","Microsoft.PowerShell.Management"
"Convert-VHD","Cmdlet","Hyper-V"
"ConvertFrom-CIPolicy","Cmdlet","ConfigCI"
"ConvertFrom-CliXml","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertFrom-Csv","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertFrom-Json","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertFrom-Markdown","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertFrom-SddlString","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertFrom-SecureString","Cmdlet","Microsoft.PowerShell.Security"
"ConvertFrom-StringData","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertTo-CliXml","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertTo-Csv","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertTo-GcSqlInstance","Cmdlet","GoogleCloud"
"ConvertTo-Html","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertTo-Json","Cmdlet","Microsoft.PowerShell.Utility"
"ConvertTo-ProcessMitigationPolicy","Cmdlet","ProcessMitigations"
"ConvertTo-SecureString","Cmdlet","Microsoft.PowerShell.Security"
"ConvertTo-TpmOwnerAuth","Cmdlet","TrustedPlatformModule"
"ConvertTo-Xml","Cmdlet","Microsoft.PowerShell.Utility"
"Copy-BcdEntry","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Copy-GcsObject","Cmdlet","GoogleCloud"
"Copy-Item","Cmdlet","Microsoft.PowerShell.Management"
"Copy-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Copy-UserInternationalSettingsToSystem","Cmdlet","International"
"Copy-VMFile","Cmdlet","Hyper-V"
"Debug-Job","Cmdlet","Microsoft.PowerShell.Core"
"Debug-Process","Cmdlet","Microsoft.PowerShell.Management"
"Debug-Runspace","Cmdlet","Microsoft.PowerShell.Utility"
"Debug-VM","Cmdlet","Hyper-V"
"Disable-AppBackgroundTaskDiagnosticLog","Cmdlet","AppBackgroundTask"
"Disable-BcdElementBootDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-BcdElementBootEms","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-BcdElementDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-BcdElementEms","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-BcdElementEventLogging","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-BcdElementHypervisorDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Disable-ExperimentalFeature","Cmdlet","Microsoft.PowerShell.Core"
"Disable-GceImage","Cmdlet","GoogleCloud"
"Disable-JobTrigger","Cmdlet","PSScheduledJob"
"Disable-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Disable-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility"
"Disable-PSRemoting","Cmdlet","Microsoft.PowerShell.Core"
"Disable-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Disable-ReFSDedup","Cmdlet","Microsoft.ReFsDedup.Commands"
"Disable-RunspaceDebug","Cmdlet","Microsoft.PowerShell.Utility"
"Disable-ScheduledJob","Cmdlet","PSScheduledJob"
"Disable-TlsCipherSuite","Cmdlet","TLS"
"Disable-TlsEccCurve","Cmdlet","TLS"
"Disable-TlsSessionTicketKey","Cmdlet","TLS"
"Disable-TpmAutoProvisioning","Cmdlet","TrustedPlatformModule"
"Disable-VMConsoleSupport","Cmdlet","Hyper-V"
"Disable-VMEventing","Cmdlet","Hyper-V"
"Disable-VMIntegrationService","Cmdlet","Hyper-V"
"Disable-VMMigration","Cmdlet","Hyper-V"
"Disable-VMRemoteFXPhysicalVideoAdapter","Cmdlet","Hyper-V"
"Disable-VMResourceMetering","Cmdlet","Hyper-V"
"Disable-VMSwitchExtension","Cmdlet","Hyper-V"
"Disable-VMTPM","Cmdlet","Hyper-V"
"Disable-WindowsErrorReporting","Cmdlet","WindowsErrorReporting"
"Disable-WindowsOptionalFeature","Cmdlet","Dism"
"Disable-WinGetSetting","Cmdlet","Microsoft.WinGet.Client"
"Disable-WSManCredSSP","Cmdlet","Microsoft.WSMan.Management"
"Disconnect-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Disconnect-VMNetworkAdapter","Cmdlet","Hyper-V"
"Disconnect-VMSan","Cmdlet","Hyper-V"
"Disconnect-WSMan","Cmdlet","Microsoft.WSMan.Management"
"Dismount-AppxVolume","Cmdlet","Appx"
"Dismount-VHD","Cmdlet","Hyper-V"
"Dismount-VMHostAssignableDevice","Cmdlet","Hyper-V"
"Dismount-WindowsImage","Cmdlet","Dism"
"Edit-CIPolicyRule","Cmdlet","ConfigCI"
"Enable-AppBackgroundTaskDiagnosticLog","Cmdlet","AppBackgroundTask"
"Enable-BcdElementBootDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-BcdElementBootEms","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-BcdElementDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-BcdElementEms","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-BcdElementEventLogging","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-BcdElementHypervisorDebug","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Enable-ExperimentalFeature","Cmdlet","Microsoft.PowerShell.Core"
"Enable-JobTrigger","Cmdlet","PSScheduledJob"
"Enable-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Enable-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility"
"Enable-PSRemoting","Cmdlet","Microsoft.PowerShell.Core"
"Enable-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Enable-ReFSDedup","Cmdlet","Microsoft.ReFsDedup.Commands"
"Enable-RunspaceDebug","Cmdlet","Microsoft.PowerShell.Utility"
"Enable-ScheduledJob","Cmdlet","PSScheduledJob"
"Enable-TlsCipherSuite","Cmdlet","TLS"
"Enable-TlsEccCurve","Cmdlet","TLS"
"Enable-TlsSessionTicketKey","Cmdlet","TLS"
"Enable-TpmAutoProvisioning","Cmdlet","TrustedPlatformModule"
"Enable-VMConsoleSupport","Cmdlet","Hyper-V"
"Enable-VMEventing","Cmdlet","Hyper-V"
"Enable-VMIntegrationService","Cmdlet","Hyper-V"
"Enable-VMMigration","Cmdlet","Hyper-V"
"Enable-VMRemoteFXPhysicalVideoAdapter","Cmdlet","Hyper-V"
"Enable-VMReplication","Cmdlet","Hyper-V"
"Enable-VMResourceMetering","Cmdlet","Hyper-V"
"Enable-VMSwitchExtension","Cmdlet","Hyper-V"
"Enable-VMTPM","Cmdlet","Hyper-V"
"Enable-WindowsErrorReporting","Cmdlet","WindowsErrorReporting"
"Enable-WindowsOptionalFeature","Cmdlet","Dism"
"Enable-WinGetSetting","Cmdlet","Microsoft.WinGet.Client"
"Enable-WSManCredSSP","Cmdlet","Microsoft.WSMan.Management"
"Enter-PSHostProcess","Cmdlet","Microsoft.PowerShell.Core"
"Enter-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Exit-PSHostProcess","Cmdlet","Microsoft.PowerShell.Core"
"Exit-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Expand-OsImage","Cmdlet","Dism"
"Expand-WindowsCustomDataImage","Cmdlet","Dism"
"Expand-WindowsImage","Cmdlet","Dism"
"Export-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"Export-BcdStore","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Export-BinaryMiLog","Cmdlet","CimCmdlets"
"Export-Certificate","Cmdlet","PKI"
"Export-Clixml","Cmdlet","Microsoft.PowerShell.Utility"
"Export-Counter","Cmdlet","Microsoft.PowerShell.Diagnostics"
"Export-Csv","Cmdlet","Microsoft.PowerShell.Utility"
"Export-FormatData","Cmdlet","Microsoft.PowerShell.Utility"
"Export-GcSqlInstance","Cmdlet","GoogleCloud"
"Export-ModuleMember","Cmdlet","Microsoft.PowerShell.Core"
"Export-OsImage","Cmdlet","Dism"
"Export-PfxCertificate","Cmdlet","PKI"
"Export-ProvisioningPackage","Cmdlet","Provisioning"
"Export-PSSession","Cmdlet","Microsoft.PowerShell.Utility"
"Export-StartLayout","Cmdlet","StartLayout"
"Export-StartLayoutEdgeAssets","Cmdlet","StartLayout"
"Export-TlsSessionTicketKey","Cmdlet","TLS"
"Export-Trace","Cmdlet","Provisioning"
"Export-VM","Cmdlet","Hyper-V"
"Export-VMSnapshot","Cmdlet","Hyper-V"
"Export-WindowsCapabilitySource","Cmdlet","Dism"
"Export-WindowsDriver","Cmdlet","Dism"
"Export-WindowsImage","Cmdlet","Dism"
"Export-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"Find-LapsADExtendedRights","Cmdlet","LAPS"
"Find-Package","Cmdlet","PackageManagement"
"Find-PackageProvider","Cmdlet","PackageManagement"
"Find-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Find-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"ForEach-Object","Cmdlet","Microsoft.PowerShell.Core"
"Format-Custom","Cmdlet","Microsoft.PowerShell.Utility"
"Format-Hex","Cmdlet","Microsoft.PowerShell.Utility"
"Format-List","Cmdlet","Microsoft.PowerShell.Utility"
"Format-SecureBootUEFI","Cmdlet","SecureBoot"
"Format-Table","Cmdlet","Microsoft.PowerShell.Utility"
"Format-Wide","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Acl","Cmdlet","Microsoft.PowerShell.Security"
"Get-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"Get-AppLockerFileInformation","Cmdlet","AppLocker"
"Get-AppLockerPolicy","Cmdlet","AppLocker"
"Get-AppProvisionedSharedPackageContainer","Cmdlet","Dism"
"Get-AppSharedPackageContainer","Cmdlet","Appx"
"Get-AppxDefaultVolume","Cmdlet","Appx"
"Get-AppxPackage","Cmdlet","Appx"
"Get-AppxPackageAutoUpdateSettings","Cmdlet","Appx"
"Get-AppxPackageManifest","Cmdlet","Appx"
"Get-AppxProvisionedPackage","Cmdlet","Dism"
"Get-AppxVolume","Cmdlet","Appx"
"Get-AuthenticodeSignature","Cmdlet","Microsoft.PowerShell.Security"
"Get-BcdEntry","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Get-BcdEntryDebugSettings","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Get-BcdEntryHypervisorSettings","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Get-BcdStore","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Get-BitsTransfer","Cmdlet","BitsTransfer"
"Get-BqDataset","Cmdlet","GoogleCloudBeta"
"Get-BqJob","Cmdlet","GoogleCloudBeta"
"Get-BqTable","Cmdlet","GoogleCloudBeta"
"Get-BqTableRow","Cmdlet","GoogleCloudBeta"
"Get-Certificate","Cmdlet","PKI"
"Get-CertificateAutoEnrollmentPolicy","Cmdlet","PKI"
"Get-CertificateEnrollmentPolicyServer","Cmdlet","PKI"
"Get-CertificateNotificationTask","Cmdlet","PKI"
"Get-ChildItem","Cmdlet","Microsoft.PowerShell.Management"
"Get-CimAssociatedInstance","Cmdlet","CimCmdlets"
"Get-CimClass","Cmdlet","CimCmdlets"
"Get-CimInstance","Cmdlet","CimCmdlets"
"Get-CimSession","Cmdlet","CimCmdlets"
"Get-CIPolicy","Cmdlet","ConfigCI"
"Get-CIPolicyIdInfo","Cmdlet","ConfigCI"
"Get-CIPolicyInfo","Cmdlet","ConfigCI"
"Get-Clipboard","Cmdlet","Microsoft.PowerShell.Management"
"Get-CmsMessage","Cmdlet","Microsoft.PowerShell.Security"
"Get-Command","Cmdlet","Microsoft.PowerShell.Core"
"Get-ComputeProcess","Cmdlet","HostComputeService"
"Get-ComputerInfo","Cmdlet","Microsoft.PowerShell.Management"
"Get-Content","Cmdlet","Microsoft.PowerShell.Management"
"Get-Counter","Cmdlet","Microsoft.PowerShell.Diagnostics"
"Get-Credential","Cmdlet","Microsoft.PowerShell.Security"
"Get-Culture","Cmdlet","Microsoft.PowerShell.Utility"
"Get-DAPolicyChange","Cmdlet","NetSecurity"
"Get-Date","Cmdlet","Microsoft.PowerShell.Utility"
"Get-DeliveryOptimizationLog","Cmdlet","DeliveryOptimization"
"Get-DeliveryOptimizationLogAnalysis","Cmdlet","DeliveryOptimization"
"Get-Error","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Event","Cmdlet","Microsoft.PowerShell.Utility"
"Get-EventSubscriber","Cmdlet","Microsoft.PowerShell.Utility"
"Get-ExecutionPolicy","Cmdlet","Microsoft.PowerShell.Security"
"Get-ExperimentalFeature","Cmdlet","Microsoft.PowerShell.Core"
"Get-FileHash","Cmdlet","Microsoft.PowerShell.Utility"
"Get-FormatData","Cmdlet","Microsoft.PowerShell.Utility"
"Get-GcdChange","Cmdlet","GoogleCloud"
"Get-GcdManagedZone","Cmdlet","GoogleCloud"
"Get-GcdQuota","Cmdlet","GoogleCloud"
"Get-GcdResourceRecordSet","Cmdlet","GoogleCloud"
"Get-GceAddress","Cmdlet","GoogleCloud"
"Get-GceBackendService","Cmdlet","GoogleCloud"
"Get-GceDisk","Cmdlet","GoogleCloud"
"Get-GceFirewall","Cmdlet","GoogleCloud"
"Get-GceForwardingRule","Cmdlet","GoogleCloud"
"Get-GceHealthCheck","Cmdlet","GoogleCloud"
"Get-GceImage","Cmdlet","GoogleCloud"
"Get-GceInstance","Cmdlet","GoogleCloud"
"Get-GceInstanceTemplate","Cmdlet","GoogleCloud"
"Get-GceMachineType","Cmdlet","GoogleCloud"
"Get-GceManagedInstanceGroup","Cmdlet","GoogleCloud"
"Get-GceMetadata","Cmdlet","GoogleCloud"
"Get-GceNetwork","Cmdlet","GoogleCloud"
"Get-GceRoute","Cmdlet","GoogleCloud"
"Get-GceSnapshot","Cmdlet","GoogleCloud"
"Get-GceTargetPool","Cmdlet","GoogleCloud"
"Get-GceTargetProxy","Cmdlet","GoogleCloud"
"Get-GceUrlMap","Cmdlet","GoogleCloud"
"Get-GcIamPolicyBinding","Cmdlet","GoogleCloud"
"Get-GcLog","Cmdlet","GoogleCloud"
"Get-GcLogEntry","Cmdlet","GoogleCloud"
"Get-GcLogMetric","Cmdlet","GoogleCloud"
"Get-GcLogSink","Cmdlet","GoogleCloud"
"Get-GcpProject","Cmdlet","GoogleCloud"
"Get-GcpsMessage","Cmdlet","GoogleCloud"
"Get-GcpsSubscription","Cmdlet","GoogleCloud"
"Get-GcpsTopic","Cmdlet","GoogleCloud"
"Get-GcsBucket","Cmdlet","GoogleCloud"
"Get-GcsBucketAcl","Cmdlet","GoogleCloud"
"Get-GcsDefaultObjectAcl","Cmdlet","GoogleCloud"
"Get-GcsObject","Cmdlet","GoogleCloud"
"Get-GcsObjectAcl","Cmdlet","GoogleCloud"
"Get-GcSqlBackupRun","Cmdlet","GoogleCloud"
"Get-GcSqlFlags","Cmdlet","GoogleCloud"
"Get-GcSqlInstance","Cmdlet","GoogleCloud"
"Get-GcSqlOperation","Cmdlet","GoogleCloud"
"Get-GcSqlSslCert","Cmdlet","GoogleCloud"
"Get-GcSqlTiers","Cmdlet","GoogleCloud"
"Get-GkeCluster","Cmdlet","GoogleCloudBeta"
"Get-GkeNodePool","Cmdlet","GoogleCloudBeta"
"Get-Help","Cmdlet","Microsoft.PowerShell.Core"
"Get-HgsAttestationBaselinePolicy","Cmdlet","HgsClient"
"Get-HgsTrace","Cmdlet","HgsDiagnostics"
"Get-HgsTraceFileData","Cmdlet","HgsDiagnostics"
"Get-History","Cmdlet","Microsoft.PowerShell.Core"
"Get-Host","Cmdlet","Microsoft.PowerShell.Utility"
"Get-HotFix","Cmdlet","Microsoft.PowerShell.Management"
"Get-InstalledLanguage","Cmdlet","LanguagePackManagement"
"Get-InstalledPSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Get-Item","Cmdlet","Microsoft.PowerShell.Management"
"Get-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Get-ItemPropertyValue","Cmdlet","Microsoft.PowerShell.Management"
"Get-Job","Cmdlet","Microsoft.PowerShell.Core"
"Get-JobTrigger","Cmdlet","PSScheduledJob"
"Get-KdsConfiguration","Cmdlet","Kds"
"Get-KdsRootKey","Cmdlet","Kds"
"Get-LapsADPassword","Cmdlet","LAPS"
"Get-LocalGroup","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Get-LocalGroupMember","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Get-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Get-Location","Cmdlet","Microsoft.PowerShell.Management"
"Get-MarkdownOption","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Member","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Module","Cmdlet","Microsoft.PowerShell.Core"
"Get-NonRemovableAppsPolicy","Cmdlet","Dism"
"Get-OSConfiguration","Cmdlet","OsConfiguration"
"Get-OsConfigurationDocument","Cmdlet","OsConfiguration"
"Get-OsConfigurationDocumentContent","Cmdlet","OsConfiguration"
"Get-OsConfigurationDocumentResult","Cmdlet","OsConfiguration"
"Get-OsConfigurationProperty","Cmdlet","OsConfiguration"
"Get-Package","Cmdlet","PackageManagement"
"Get-PackageProvider","Cmdlet","PackageManagement"
"Get-PackageSource","Cmdlet","PackageManagement"
"Get-PfxCertificate","Cmdlet","Microsoft.PowerShell.Security"
"Get-PfxData","Cmdlet","PKI"
"Get-PmemDedicatedMemory","Cmdlet","PersistentMemory"
"Get-PmemDisk","Cmdlet","PersistentMemory"
"Get-PmemPhysicalDevice","Cmdlet","PersistentMemory"
"Get-PmemUnusedRegion","Cmdlet","PersistentMemory"
"Get-Process","Cmdlet","Microsoft.PowerShell.Management"
"Get-ProcessMitigation","Cmdlet","ProcessMitigations"
"Get-ProvisioningPackage","Cmdlet","Provisioning"
"Get-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility"
"Get-PSCallStack","Cmdlet","Microsoft.PowerShell.Utility"
"Get-PSDrive","Cmdlet","Microsoft.PowerShell.Management"
"Get-PSHostProcessInfo","Cmdlet","Microsoft.PowerShell.Core"
"Get-PSProvider","Cmdlet","Microsoft.PowerShell.Management"
"Get-PSReadLineKeyHandler","Cmdlet","PSReadLine"
"Get-PSReadLineOption","Cmdlet","PSReadLine"
"Get-PSResourceRepository","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Get-PSScriptFileInfo","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Get-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Get-PSSessionCapability","Cmdlet","Microsoft.PowerShell.Core"
"Get-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Get-Random","Cmdlet","Microsoft.PowerShell.Utility"
"Get-ReFSDedupSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Get-ReFSDedupScrubSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Get-ReFSDedupStatus","Cmdlet","Microsoft.ReFsDedup.Commands"
"Get-Runspace","Cmdlet","Microsoft.PowerShell.Utility"
"Get-RunspaceDebug","Cmdlet","Microsoft.PowerShell.Utility"
"Get-ScheduledJob","Cmdlet","PSScheduledJob"
"Get-ScheduledJobOption","Cmdlet","PSScheduledJob"
"Get-SecureBootPolicy","Cmdlet","SecureBoot"
"Get-SecureBootUEFI","Cmdlet","SecureBoot"
"Get-SecureRandom","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Service","Cmdlet","Microsoft.PowerShell.Management"
